timestamp,event_id,rain_1h_mm,rain_3h_mm,rain_6h_mm,rain_24h_mm,temperature_2m,apparent_temperature,relative_humidity_2m,wind_speed_10m,hour,is_rush_hour,zone_code,zone_area_m2,zone_area_km2,road_count,road_length_m,road_density_m_per_km2,primary_road_count,secondary_road_count,tertiary_road_count,residential_road_count,service_road_count,unknown_road_count,avg_base_speed_kph,avg_base_travel_time_sec,intersection_proxy_count,elevation_mean,elevation_min,elevation_max,elevation_std,slope_mean,slope_min,slope_max,elevation_source,elevation_warning,low_elevation_score,low_slope_score,built_surface_mean,built_surface_sum,built_surface_max,built_surface_nres_mean,built_surface_nres_sum,builtup_source,builtup_warning,tree_cover_ratio,grassland_ratio,builtup_landcover_ratio,bare_sparse_ratio,water_ratio,dominant_landcover_class,landcover_source,landcover_warning,population_sum,population_mean,population_source,population_warning,population_density_proxy,gpm_precipitation_mean,gpm_precipitation_max,gpm_precipitation_sum,gpm_event_source,gpm_warning,observed_rain_hazard_score,observed_exposure_score,data_driven_weather_impact_score,target_type,rain_1h_to_24h_ratio,rain_3h_to_24h_ratio,rain_6h_to_24h_ratio,heavy_rain_flag,extreme_rain_flag,rain_intensity_level,rainfall_concentration_score,antecedent_rain_proxy,rush_hour_flag,hour_sin,hour_cos,day_of_year_sin,day_of_year_cos,built_up_high_flag,population_high_flag,road_density_high_flag,low_elevation_flag,low_slope_flag,vegetation_low_flag,imperviousness_proxy,rain_24h_x_built_surface,rain_24h_x_population,rain_24h_x_road_density,rain_24h_x_low_elevation,rain_3h_x_built_surface,built_surface_x_low_vegetation,exposure_x_hazard_proxy,rain_x_impervious_proxy
2020-03-12T18:00:00,evt_0551,8.5,18.7,28.7,34.9,16.7,15.2,91,22.1,18,True,NSR-GRID-001,107009.46844016502,0.107009468440165,49,3266.9375210621474,30529.424813364763,0,0,0,0,0,49,25.04766931403103,10.087913884592572,25,72.64079210914176,57.0,84.0,5.061942699091779,5.994002613861012,0.9274099469184875,14.843045234680176,srtm_earth_engine,,0.8659807873128332,0.562558674533516,4113.756665050896,33281.098039215685,5946.0,0.0,0.0,ghsl_p2023a_2020,,0.0324353762174348,0.0,0.967564623782565,0.0,0.0,50,esa_worldcover_v200,,0.0,0.0,worldpop_100m,,0.0,0.0,0.0,0.0,gpm_imerg_v07,,0.8749101365923796,0.7930271436991679,0.8641134873063597,engineered_from_real_observations,0.24355293881004617,0.5358164653821016,0.8223493345703912,1,0,3,0.7793694041921477,6.199999999999999,1,-1.0,-1.8369701987210297e-16,0.945320046913132,0.3261441535642696,1,0,1,1,1,1,0.967564623782565,143570.10761027626,0.0,1065476.9259864301,30.22272947721788,76927.24963645176,3980.3254199529906,0.0,33.768005370011515
2020-03-12T18:00:00,evt_0551,8.5,18.7,28.7,34.9,16.7,15.2,91,22.1,18,True,NSR-GRID-002,63524.7553032876,0.0635247553032876,29,1793.113171189965,28226.998476878285,0,0,0,0,0,29,23.5,9.472057837540532,15,79.21488701816571,64.0,90.0,5.548124261900136,7.127927557404519,0.9274099469184875,18.304479598999023,srtm_earth_engine,,0.8345233043348896,0.4501194338280651,3967.219512195121,19136.0,5492.0,0.0,0.0,ghsl_p2023a_2020,,0.0585984910320744,0.0,0.9414015089679256,0.0,0.0,50,esa_worldcover_v200,,0.0,0.0,worldpop_100m,,0.0,0.0,0.0,0.0,gpm_imerg_v07,,0.8749101365923796,0.7647785258938691,0.8291502664860616,engineered_from_real_observations,0.24355293881004617,0.5358164653821016,0.8223493345703912,1,0,3,0.7793694041921477,6.199999999999999,1,-1.0,-1.8369701987210297e-16,0.945320046913132,0.3261441535642696,1,0,1,1,0,1,0.9414015089679256,138455.96097560972,0.0,985122.2468430521,29.12486332128765,74187.00487804876,3734.7464351874846,0.0,32.8549126629806
2020-03-12T18:00:00,evt_0551,8.5,18.7,28.7,34.9,16.7,15.2,91,22.1,18,True,NSR-GRID-003,32752.61164646124,0.0327526116464612,4,222.34488847842863,6788.615542432688,0,0,0,0,0,4,23.5,8.515336154493012,3,54.376723929349154,44.0,59.0,3.412395704551927,5.901407614880314,2.3345067501068115,12.76917839050293,srtm_earth_engine,,0.953375572728112,0.5717403328414958,4228.885271317829,10696.592156862744,6010.0,0.0,0.0,ghsl_p2023a_2020,,0.0034916679218414,0.0,0.9965083320781586,0.0,0.0,50,esa_worldcover_v200,,0.0,0.0,worldpop_100m,,0.0,0.0,0.0,0.0,gpm_imerg_v07,,0.8749101365923796,0.8152209964765059,0.888707844822493,engineered_from_real_observations,0.24355293881004617,0.5358164653821016,0.8223493345703912,1,0,3,0.7793694041921477,6.199999999999999,1,-1.0,-1.8369701987210297e-16,0.945320046913132,0.3261441535642696,1,0,0,1,1,1,0.9965083320781586,147588.09596899225,0.0,236922.6824309008,33.27280748821111,79080.1545736434,4214.119408270822,0.0,34.77814078952773
2020-03-12T18:00:00,evt_0551,8.5,18.7,28.7,34.9,16.7,15.2,91,22.1,18,True,NSR-GRID-004,36001.88432497364,0.0360018843249736,5,342.1216150567688,9502.88079281026,0,0,0,0,0,5,46.25073891625616,8.0242681245891,6,58.80803620708687,52.0,70.0,4.223742416388545,4.872579186039527,0.0,10.631880760192873,srtm_earth_engine,,0.9321714476772948,0.6737582732825438,3238.604815864023,8966.490196078432,4832.0,0.0,0.0,ghsl_p2023a_2020,,0.0127169359664871,0.0,0.9872830640335128,0.0,0.0,50,esa_worldcover_v200,,0.0,0.0,worldpop_100m,,0.0,0.0,0.0,0.0,gpm_imerg_v07,,0.8749101365923796,0.6243202347174418,0.8361937883082823,engineered_from_real_observations,0.24355293881004617,0.5358164653821016,0.8223493345703912,1,0,3,0.7793694041921477,6.199999999999999,1,-1.0,-1.8369701987210297e-16,0.945320046913132,0.3261441535642696,1,0,1,1,1,1,0.9872830640335128,113027.30807365439,0.0,331650.5396690781,32.53278352393759,60561.91005665722,3197.419685799923,0.0,34.456178934769596
2020-03-12T18:00:00,evt_0551,8.5,18.7,28.7,34.9,16.7,15.2,91,22.1,18,True,NSR-GRID-005,222.39283081796867,0.0002223928308179,0,0.0,0.0,0,0,0,0,0,0,50.0,0.0,0,46.63636363636364,46.0,47.0,0.5,4.804499192671343,1.854334115982056,6.490307807922363,srtm_earth_engine,,0.990413713419618,0.6805090399934599,4321.0,84.72549019607843,4321.0,0.0,0.0,ghsl_p2023a_2020,,0.0,0.0,1.0,0.0,0.0,50,esa_worldcover_v200,,0.0,0.0,worldpop_100m,,0.0,0.0,0.0,0.0,gpm_imerg_v07,,0.8749101365923796,0.832978361854981,0.9203434610577654,engineered_from_real_observations,0.24355293881004617,0.5358164653821016,0.8223493345703912,1,0,3,0.7793694041921477,6.199999999999999,1,-1.0,-1.8369701987210297e-16,0.945320046913132,0.3261441535642696,1,0,0,1,1,1,1.0,150802.9,0.0,0.0,34.56543859834467,80802.7,4321.0,0.0,34.9
2020-03-12T18:00:00,evt_0551,8.5,18.7,28.7,34.9,16.7,15.2,91,22.1,18,True,NSR-GRID-006,249999.99999906868,0.2499999999990687,68,6697.9917066530425,26791.966826711978,0,0,0,0,0,68,23.5,15.089343018742772,30,56.42074165959391,45.0,68.0,4.815706656989687,4.662196512440635,0.0,21.447528839111328,srtm_earth_engine,,0.9435948114452886,0.6946196788030183,4724.81881754609,87436.94117647059,6086.0,0.0,0.0,ghsl_p2023a_2020,,0.0147919876733435,0.0041602465331278,0.9792839662829692,0.0003770506661832,0.0,50,esa_worldcover_v200,,0.0,0.0,worldpop_100m,,0.0,0.0,0.0,0.0,gpm_imerg_v07,,0.8749101365923796,0.9108243088870932,0.9418007138590404,engineered_from_real_observations,0.24355293881004617,0.5358164653821016,0.8223493345703912,1,0,3,0.7793694041921477,6.199999999999999,1,-1.0,-1.8369701987210297e-16,0.945320046913132,0.3261441535642696,1,0,1,1,1,1,0.9792839662829692,164896.17673235852,0.0,935039.642252248,32.93145891944057,88354.11188811187,4635.272944732814,0.0,34.177010423275625
2020-03-12T18:00:00,evt_0551,8.5,18.7,28.7,34.9,16.7,15.2,91,22.1,18,True,NSR-GRID-007,249999.99999883585,0.2499999999988358,90,5991.511325815853,23966.045303375013,0,0,0,0,0,90,34.45405947819741,8.137196421452938,51,59.12139256407327,53.0,72.0,3.424290441869212,4.270243845313732,0.0,15.098612785339355,srtm_earth_engine,,0.9306720165917473,0.7334854437155567,4016.369224247562,74310.70588235295,5809.0,0.0,0.0,ghsl_p2023a_2020,,0.0252605818906914,0.0,0.973358107495694,0.0,0.0,50,esa_worldcover_v200,,0.0,0.0,worldpop_100m,,0.0,0.0,0.0,0.0,gpm_imerg_v07,,0.8749101365923796,0.7742533341861826,0.8986713075048511,engineered_from_real_observations,0.24355293881004617,0.5358164653821016,0.8223493345703912,1,0,3,0.7793694041921477,6.199999999999999,1,-1.0,-1.8369701987210297e-16,0.945320046913132,0.3261441535642696,1,0,1,1,1,1,0.973358107495694,140171.2859262399,0.0,836414.9810877879,32.48045337905198,75106.1044934294,3914.913400555204,0.0,33.970197951599715
2020-03-12T18:00:00,evt_0551,8.5,18.7,28.7,34.9,16.7,15.2,91,22.1,18,True,NSR-GRID-008,249999.99999883585,0.2499999999988358,102,7656.922940909893,30627.6917637822,0,0,0,0,0,102,27.960929199265912,10.673787302798988,60,68.19219346627065,59.0,89.0,5.776508941874457,7.524644331783292,0.0,23.608686447143555,srtm_earth_engine,,0.8872676287747246,0.4107812632196385,4123.742263671047,76297.31764705882,6051.0,0.0,0.0,ghsl_p2023a_2020,,0.058134686848545,0.0,0.9418653131514502,0.0,0.0,50,esa_worldcover_v200,,0.0,0.0,worldpop_100m,,0.0,0.0,0.0,0.0,gpm_imerg_v07,,0.8749101365923796,0.7949521118965193,0.8420181883862282,engineered_from_real_observations,0.24355293881004617,0.5358164653821016,0.8223493345703912,1,0,3,0.7793694041921477,6.199999999999999,1,-1.0,-1.8369701987210297e-16,0.945320046913132,0.3261441535642696,1,0,1,1,0,1,0.9418653131514502,143918.60500211953,0.0,1068906.4425559987,30.96564024423789,77113.98033064858,3884.0097985284206,0.0,32.87109942898561
2020-03-12T18:00:00,evt_0551,8.5,18.7,28.7,34.9,16.7,15.2,91,22.1,18,True,NSR-GRID-009,249861.9762376526,0.2498619762376525,106,7499.926780456009,30016.27896083941,0,0,0,0,0,106,29.881541035412216,9.793158000304064,53,82.12943218853887,62.0,123.0,8.987752678881128,9.31520645624471,0.9274099469184875,36.633487701416016,srtm_earth_engine,,0.8205770111410371,0.2332303178446932,4480.859050445105,82904.67843137257,5983.0,0.0,0.0,ghsl_p2023a_2020,,0.055356050859483,0.0,0.9446439491405118,0.0,0.0,50,esa_worldcover_v200,,0.0,0.0,worldpop_100m,,0.0,0.0,0.0,0.0,gpm_imerg_v07,,0.8749101365923796,0.8637951010281947,0.8234271766999943,engineered_from_real_observations,0.24355293881004617,0.5358164653821016,0.8223493345703912,1,0,3,0.7793694041921477,6.199999999999999,1,-1.0,-1.8369701987210297e-16,0.945320046913132,0.3261441535642696,1,0,1,1,0,1,0.9446439491405118,156381.98086053415,0.0,1047568.1357332953,28.638137688822194,83792.06424332346,4232.816388954491,0.0,32.968073825003856
2020-03-12T18:00:00,evt_0551,8.5,18.7,28.7,34.9,16.7,15.2,91,22.1,18,True,NSR-GRID-010,172222.32035380253,0.1722223203538025,4,137.8728667836195,800.5516735599792,0,0,0,0,0,4,23.5,5.280237451287555,3,44.90100909607732,31.0,53.0,4.486094783856268,5.433560588058759,0.9274099469184875,19.328519821166992,srtm_earth_engine,,0.9987175007344044,0.6181317318151618,3743.505987104697,47814.11372549019,5010.0,0.0,0.0,ghsl_p2023a_2020,,0.037531045901941,0.0361906514054431,0.9013574779557668,0.0188890495026085,0.0,50,esa_worldcover_v200,,0.0,0.0,worldpop_100m,,0.0,0.0,0.0,0.0,gpm_imerg_v07,,0.8749101365923796,0.7216522760316557,0.8720624573390432,engineered_from_real_observations,0.24355293881004617,0.5358164653821016,0.8223493345703912,1,0,3,0.7793694041921477,6.199999999999999,1,-1.0,-1.8369701987210297e-16,0.945320046913132,0.3261441535642696,1,0,0,1,1,1,0.9013574779557668,130648.35894995392,0.0,27939.253407243275,34.85524077563071,70003.56195885783,3467.5283718549845,0.0,31.45737598065626
